center,left,right,steering,speed,throttle,brake
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_122.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_122.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_122.jpg,0,1,0,15.28588
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_202.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_202.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_202.jpg,0,1,0,16.6315
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_284.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_284.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_284.jpg,0,1,0,17.93495
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_359.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_359.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_359.jpg,0,1,0,18.7582
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_437.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_437.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_437.jpg,0,1,0,20.18293
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_506.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_506.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_506.jpg,0,1,0,21.12178
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_585.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_585.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_585.jpg,0,1,0,22.17063
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_671.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_671.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_671.jpg,0,1,0,23.59883
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_751.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_751.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_751.jpg,0,1,0,24.79802
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_832.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_832.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_832.jpg,0,1,0,26.01877
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_910.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_910.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_910.jpg,0,1,0,27.26951
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_15_990.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_15_990.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_15_990.jpg,0,0.7613425,0,28.83583
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_064.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_064.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_064.jpg,0,0.5174136,0,29.53057
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_139.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_139.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_139.jpg,0,0.29181,0,29.87251
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_218.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_218.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_218.jpg,0.1,0.05496981,0,29.42213
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_299.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_299.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_299.jpg,0.3,0,0,29.72412
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_371.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_371.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_371.jpg,0.5000001,0,0,29.69678
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_454.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_454.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_454.jpg,0.7,0,0,29.27383
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_526.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_526.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_526.jpg,0.9000002,0,0,27.27624
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_614.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_614.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_614.jpg,1,0,0,26.90651
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_684.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_684.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_684.jpg,1,0,0,26.42221
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_771.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_771.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_771.jpg,1,0,0,26.12459
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_853.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_853.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_853.jpg,1,0,0,25.90431
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_16_939.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_16_939.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_16_939.jpg,1,0,0,25.53941
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_021.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_021.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_021.jpg,0,0,0,25.16882
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_105.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_105.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_105.jpg,0,0,0,24.82938
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_190.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_190.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_190.jpg,0,0,0,24.60582
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_274.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_274.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_274.jpg,-0.2,0,0,24.36081
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_359.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_359.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_359.jpg,-0.4,0,0,24.05279
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_441.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_441.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_441.jpg,-0.6000001,0,0,23.68119
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_523.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_523.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_523.jpg,-0.8500001,0,0,23.12867
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_606.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_606.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_606.jpg,0,0,0,22.79464
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_690.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_690.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_690.jpg,0,0,0,22.57052
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_771.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_771.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_771.jpg,0,0,0,22.38774
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_856.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_856.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_856.jpg,0,0.2552108,0,22.38474
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_17_936.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_17_936.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_17_936.jpg,0,0.4968378,0,22.60194
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_021.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_021.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_021.jpg,-0.1,0.7488687,0,23.03852
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_104.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_104.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_104.jpg,-0.35,0.9970649,0,23.78657
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_183.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_183.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_183.jpg,0,1,0,24.50658
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_265.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_265.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_265.jpg,0,1,0,25.27206
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_345.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_345.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_345.jpg,0,1,0,26.03546
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_431.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_431.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_431.jpg,-0.1,1,0,26.7917
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_512.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_512.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_512.jpg,-0.3,1,0,27.50045
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_593.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_593.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_593.jpg,0,1,0,28.24016
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_670.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_670.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_670.jpg,0,1,0,28.97902
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_750.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_750.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_750.jpg,-0.2,1,0,29.69898
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_829.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_829.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_829.jpg,-0.4,1,0,30.16047
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_909.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_909.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_909.jpg,0,1,0,30.18538
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_18_988.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_18_988.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_18_988.jpg,0,1,0,30.18891
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_067.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_067.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_067.jpg,0,1,0,30.18991
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_146.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_146.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_146.jpg,-0.2,1,0,30.18262
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_226.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_226.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_226.jpg,-0.4,1,0,30.15991
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_305.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_305.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_305.jpg,0,1,0,30.18896
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_382.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_382.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_382.jpg,0,1,0,30.19001
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_459.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_459.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_459.jpg,0,1,0,30.19012
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_536.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_536.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_536.jpg,0,1,0,30.19034
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_612.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_612.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_612.jpg,0,1,0,30.19024
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_689.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_689.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_689.jpg,-0.2,1,0,30.1802
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_761.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_761.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_761.jpg,0,1,0,30.18981
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_840.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_840.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_840.jpg,0,1,0,30.19026
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_912.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_912.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_912.jpg,0,1,0,30.1903
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_19_987.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_19_987.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_19_987.jpg,0,1,0,30.19044
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_060.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_060.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_060.jpg,0,1,0,30.19029
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_135.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_135.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_135.jpg,0,1,0,30.19028
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_209.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_209.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_209.jpg,0,1,0,30.19021
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_283.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_283.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_283.jpg,0,1,0,30.19029
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_358.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_358.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_358.jpg,0,0.7770209,0,30.12844
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_431.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_431.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_431.jpg,0,0.5602101,0,30.06766
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_503.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_503.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_503.jpg,0,0.3409536,0,30.01081
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_575.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_575.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_575.jpg,0,0.12603,0,29.95045
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_651.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_651.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_651.jpg,0,0,0,29.7406
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_722.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_722.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_722.jpg,0,0,0,29.50224
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_794.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_794.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_794.jpg,0,0,0,29.32417
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_869.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_869.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_869.jpg,0,0,0,29.08836
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_20_942.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_20_942.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_20_942.jpg,0,0,0,28.91275
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_014.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_014.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_014.jpg,0,0,0,28.68025
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_087.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_087.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_087.jpg,0,0,0,28.44963
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_160.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_160.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_160.jpg,-0.15,0,0,28.26895
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_231.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_231.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_231.jpg,-0.35,0,0,27.97277
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_306.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_306.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_306.jpg,-0.5500001,0,0,27.59462
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_377.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_377.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_377.jpg,-0.7,0,0,27.25723
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_449.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_449.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_449.jpg,0,0,0,26.85178
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_521.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_521.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_521.jpg,0,0,0,26.65852
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_592.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_592.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_592.jpg,0,0,0,26.43094
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_664.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_664.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_664.jpg,0,0,0,26.21579
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_734.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_734.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_734.jpg,0,0,0,26.0571
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_804.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_804.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_804.jpg,0,0,0,25.84748
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_875.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_875.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_875.jpg,0,0,0,25.69145
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_21_946.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_21_946.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_21_946.jpg,0,0,0,25.48488
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_016.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_016.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_016.jpg,0,0,0,25.33104
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_087.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_087.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_087.jpg,0,0.2128407,0,25.25894
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_157.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_157.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_157.jpg,0,0.4222952,0,25.34697
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_227.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_227.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_227.jpg,0,0.6336707,0,25.68571
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_294.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_294.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_294.jpg,0,0.8339791,0,26.0728
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_363.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_363.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_363.jpg,0,1,0,26.77943
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_432.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_432.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_432.jpg,0,1,0,27.33978
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_501.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_501.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_501.jpg,0,1,0,27.90179
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_570.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_570.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_570.jpg,0,1,0,28.64464
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_640.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_640.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_640.jpg,0,1,0,29.19781
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_708.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_708.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_708.jpg,0,0.8973546,0,29.89671
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_45_22_775.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_45_22_775.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_45_22_775.jpg,-0.05,0.6946862,0,30.14267
